username,register_ts,device_os,lang,country,day_reg
ikim,2022-08-12 13:11:35,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-08-12
josephbaker,2023-02-03 09:05:26,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2023-02-03
anthony85,2022-12-30 08:39:36,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country3,2022-12-30
martinmax,2022-07-24 13:53:47,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-07-24
jeffery33,2023-03-30 17:29:29,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-03-30
julianacevedo,2022-11-12 14:47:53,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-11-12
tannerchristine,2022-04-10 14:01:19,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-04-10
jonathanodonnell,2022-05-09 21:41:17,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-05-09
garzaamanda,2022-09-26 09:33:54,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-09-26
chadwilliams,2022-09-12 18:04:50,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-09-12
nhess,2023-01-06 11:29:37,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2023-01-06
gilespatricia,2023-01-14 11:11:04,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2023-01-14
kelly01,2022-10-30 17:04:47,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2022-10-30
hrobinson,2022-11-15 15:30:12,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-11-15
stephen35,2022-06-19 10:54:00,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country3,2022-06-19
pwhite,2023-05-16 10:18:46,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2023-05-16
linda35,2022-09-16 23:25:23,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-09-16
daniel43,2022-10-23 13:57:26,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang2,country2,2022-10-23
angela15,2022-07-28 11:54:36,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-07-28
jamesmiller,2022-06-27 09:30:52,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2022-06-27
donaldpeterson,2023-04-07 21:18:19,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2023-04-07
andrewstoni,2022-07-04 19:16:16,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2022-07-04
michaelcowan,2022-03-30 16:43:16,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country1,2022-03-30
christinahamilton,2022-11-21 14:17:33,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2022-11-21
vhernandez,2022-11-20 12:09:04,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-11-20
moorejoshua,2022-09-01 18:38:02,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country1,2022-09-01
donnabenitez,2022-07-30 21:52:07,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-07-30
chelsea35,2022-04-02 16:32:26,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country1,2022-04-02
santosdonald,2022-08-07 03:13:07,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-08-07
ericcook,2022-07-05 12:46:55,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2022-07-05
hbaxter,2023-05-31 20:32:44,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2023-05-31
richdavid,2022-12-01 14:36:42,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-12-01
jeremybrown,2023-06-06 21:32:16,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-06-06
mitchell01,2022-11-17 17:42:54,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-11-17
travisfuller,2022-05-05 20:40:01,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country2,2022-05-05
mark52,2022-11-07 20:29:29,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2022-11-07
zoehenderson,2022-06-16 15:14:04,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country2,2022-06-16
desireecarroll,2022-08-11 22:41:34,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country2,2022-08-11
nicolejackson,2022-12-20 16:45:20,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2022-12-20
jacksonjustin,2023-03-01 12:47:58,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2023-03-01
christopher46,2022-11-21 19:48:18,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-11-21
lspence,2022-04-13 14:31:01,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-04-13
kirbyelizabeth,2022-04-26 23:49:45,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2022-04-26
matthewlopez,2022-06-10 11:20:46,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country2,2022-06-10
shelby97,2023-03-30 06:50:00,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country1,2023-03-30
thompsonangela,2022-12-20 16:03:43,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country1,2022-12-20
stevenortiz,2022-10-23 08:08:39,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-10-23
uvang,2022-11-20 10:34:24,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country3,2022-11-20
jenniferpayne,2022-05-23 22:30:16,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-05-23
christine46,2022-08-03 21:05:15,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country2,2022-08-03
barrchristine,2022-08-06 16:54:31,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2022-08-06
brian75,2022-04-06 13:56:56,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-04-06
qlogan,2022-12-13 11:58:49,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2022-12-13
jamesmyers,2023-04-21 14:29:41,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2023-04-21
sharon47,2022-12-24 19:08:39,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2022-12-24
tiffanyboyd,2022-08-04 12:23:26,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-08-04
maria11,2022-06-15 23:28:34,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-06-15
daniel30,2023-03-27 14:26:59,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-03-27
diana37,2022-11-20 19:04:58,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-11-20
shannon70,2023-01-21 22:47:54,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-01-21
bpowell,2022-06-25 21:50:08,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-06-25
meghan55,2023-05-09 16:13:48,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2023-05-09
pfreeman,2022-05-23 09:28:31,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-05-23
gregorytaylor,2022-05-24 21:36:07,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-05-24
swansonmichael,2022-10-18 19:46:31,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-10-18
williamspaul,2022-03-27 22:16:38,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country1,2022-03-27
gonzalezdavid,2022-11-05 13:29:59,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2022-11-05
alicia06,2022-11-16 12:23:10,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2022-11-16
jenningssheryl,2023-01-02 13:10:01,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2023-01-02
julian39,2022-09-08 19:32:01,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-09-08
ernest48,2022-09-14 03:12:01,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country1,2022-09-14
paulhansen,2022-08-03 14:45:03,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country2,2022-08-03
susan92,2022-06-02 10:23:36,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country2,2022-06-02
monica40,2023-01-01 10:15:33,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-01-01
brandtkrystal,2022-06-15 20:14:55,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2022-06-15
matthewstark,2023-01-02 22:04:19,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2023-01-02
trasmussen,2022-06-18 18:50:52,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2022-06-18
brandi23,2022-09-08 13:04:03,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2022-09-08
robertbarnett,2023-01-10 20:41:07,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2023-01-10
pennycalderon,2023-02-08 16:21:45,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2023-02-08
michael77,2022-04-21 18:49:32,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country1,2022-04-21
ocooper,2022-03-26 17:29:34,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-03-26
danielwallace,2022-07-19 11:26:10,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-07-19
sylvia10,2023-03-05 15:13:00,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2023-03-05
brettjohnson,2022-04-16 16:17:30,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-04-16
david59,2022-04-15 22:38:25,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-04-15
matthewking,2022-05-13 10:59:31,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-05-13
ostevenson,2023-04-01 22:21:33,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2023-04-01
dylanpeterson,2023-06-17 02:10:35,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country1,2023-06-17
chavezwalter,2023-01-03 16:19:42,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2023-01-03
tsantos,2023-03-03 14:27:42,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2023-03-03
katelynjohnston,2022-10-14 10:48:25,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country3,2022-10-14
parkkara,2022-12-29 15:30:28,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-12-29
richardschelsea,2023-03-22 14:10:55,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-03-22
pjacobson,2023-01-01 13:28:38,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2023-01-01
ijennings,2022-06-13 17:05:09,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2022-06-13
ruizsuzanne,2022-04-12 11:47:54,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-04-12
mark58,2023-04-30 09:55:33,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2023-04-30
ashleykeith,2022-09-19 11:30:09,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2022-09-19
josephalexander,2022-12-24 22:14:12,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2022-12-24
wdrake,2022-10-09 19:55:54,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-10-09
jenny09,2023-03-07 09:48:32,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2023-03-07
abbottjean,2022-12-08 16:55:05,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2022-12-08
justinpatterson,2023-02-19 19:13:40,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-02-19
jbarnes,2023-03-06 12:41:00,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2023-03-06
mariawalsh,2022-04-03 16:21:25,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-04-03
rsanchez,2022-10-28 17:37:44,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-10-28
emeyer,2022-11-02 18:21:47,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2022-11-02
braunjoseph,2022-10-18 13:37:39,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2022-10-18
medinaashley,2022-09-11 15:04:20,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-09-11
francisveronica,2022-08-18 21:33:33,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2022-08-18
juliapierce,2022-09-14 16:33:50,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-09-14
justinsmith,2022-12-08 16:09:11,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2022-12-08
rickymcguire,2022-11-22 15:14:36,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-11-22
ashleywilson,2022-07-15 19:50:47,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-07-15
spearson,2022-07-15 15:37:38,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country3,2022-07-15
thomasneal,2022-07-08 09:13:19,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-07-08
tmoran,2022-05-26 23:48:07,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-05-26
bmorrow,2022-06-02 12:19:44,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country1,2022-06-02
bgomez,2022-11-28 10:49:39,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2022-11-28
james14,2022-11-22 02:44:28,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country3,2022-11-22
craigjason,2022-10-07 03:57:50,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-10-07
trodriguez,2023-01-19 19:18:32,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2023-01-19
ygraham,2023-04-07 14:03:13,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2023-04-07
james53,2022-04-05 18:38:47,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country1,2022-04-05
angelawilliams,2023-04-05 16:18:21,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2023-04-05
xhicks,2022-06-21 12:42:00,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country2,2022-06-21
karen34,2022-10-30 20:25:19,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country1,2022-10-30
floresrobert,2022-04-04 18:17:36,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-04-04
kevinwright,2022-05-24 18:51:21,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-05-24
aaronkemp,2023-04-08 12:12:29,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country1,2023-04-08
robin79,2022-12-04 09:16:59,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-12-04
pamela64,2022-08-23 21:18:06,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2022-08-23
changjerry,2022-07-02 21:05:02,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-07-02
hornallison,2022-06-09 18:56:59,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country1,2022-06-09
collinssandra,2022-08-24 07:42:50,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country1,2022-08-24
dawnparks,2022-04-29 20:03:51,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country2,2022-04-29
xhayden,2022-11-26 20:34:37,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-11-26
moorediana,2023-03-08 11:23:44,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2023-03-08
newtonbrian,2022-07-09 12:54:18,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-07-09
christopher10,2022-10-25 11:01:43,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-10-25
robertcruz,2023-03-30 20:24:39,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2023-03-30
harrisapril,2022-04-07 15:12:01,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2022-04-07
laura13,2022-10-17 13:03:04,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2022-10-17
tbriggs,2022-06-08 20:18:06,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-06-08
barbara83,2022-12-30 22:29:37,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-12-30
keith62,2022-08-18 21:28:05,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-08-18
michaelhanson,2022-09-19 18:07:25,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country3,2022-09-19
justincunningham,2022-08-26 13:35:31,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2022-08-26
youngmarc,2022-05-23 13:46:22,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country2,2022-05-23
joemathis,2022-05-19 10:10:23,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2022-05-19
rlindsey,2022-04-14 15:58:29,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2022-04-14
jacksonpamela,2022-04-02 02:50:45,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-04-02
davisjoseph,2022-04-21 19:27:18,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country2,2022-04-21
clarktracy,2023-05-14 10:43:19,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2023-05-14
cmcguire,2022-11-04 18:00:19,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-11-04
jeremiahcastaneda,2022-12-27 19:10:43,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2022-12-27
thomas06,2022-09-13 07:32:06,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country1,2022-09-13
eporter,2022-10-22 21:32:58,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2022-10-22
alyssa29,2022-05-13 11:19:07,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-05-13
salazarkrystal,2023-01-05 22:31:41,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2023-01-05
michaelwaller,2023-05-26 15:12:03,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country1,2023-05-26
padillasonia,2022-03-28 20:41:45,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country2,2022-03-28
nhubbard,2023-01-06 06:54:49,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2023-01-06
stuartgeorge,2022-08-24 07:59:29,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2022-08-24
wcooper,2023-06-01 20:26:11,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-06-01
jimmyhicks,2022-04-07 08:28:42,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-04-07
diaztanya,2022-03-26 15:40:54,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country2,2022-03-26
alara,2022-04-07 19:46:13,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2022-04-07
espinozadavid,2022-05-15 20:09:26,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2022-05-15
mccarthychristine,2022-11-25 13:47:18,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-11-25
hsherman,2022-05-12 12:07:51,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country3,2022-05-12
kathrynray,2022-04-20 12:55:26,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-04-20
martinpatricia,2022-06-21 00:05:01,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2022-06-21
alexandra28,2022-12-06 21:02:31,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-12-06
bellerin,2022-06-18 14:17:47,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-06-18
griffinsharon,2022-12-15 15:09:55,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-12-15
emmagreer,2022-10-02 15:21:31,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-10-02
valdezvanessa,2022-08-01 23:06:40,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-08-01
swyatt,2023-02-09 16:09:30,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country1,2023-02-09
kimberlybrandt,2022-11-08 16:01:41,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-11-08
markhurst,2022-04-04 23:01:35,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country2,2022-04-04
medinapamela,2022-06-23 15:59:48,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-06-23
julie59,2022-08-21 22:38:57,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2022-08-21
mitchellmatthew,2022-05-16 20:19:47,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country1,2022-05-16
craigbanks,2022-07-24 11:07:39,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-07-24
htorres,2022-10-12 14:42:42,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2022-10-12
benjaminmoody,2022-03-31 18:39:42,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-03-31
rwagner,2023-06-07 20:44:10,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-06-07
hmorgan,2023-03-13 15:31:49,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2023-03-13
tyler15,2023-02-27 16:16:48,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2023-02-27
obrienrodney,2022-07-05 13:01:49,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2022-07-05
kevin72,2022-08-11 21:22:21,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-08-11
andrewhenderson,2022-06-10 14:38:33,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country2,2022-06-10
batesjennifer,2022-12-22 13:03:40,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-12-22
patelkeith,2022-12-08 19:50:39,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-12-08
welchpenny,2022-12-03 18:52:07,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-12-03
kristin86,2022-08-22 14:26:24,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-08-22
jamesstrong,2022-07-21 20:17:16,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-07-21
david36,2023-01-04 08:31:58,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2023-01-04
cnolan,2023-04-17 17:14:58,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2023-04-17
olivermichelle,2022-10-31 09:43:51,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2022-10-31
jessica83,2022-08-09 20:53:06,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country1,2022-08-09
robinsonjoseph,2022-09-07 22:51:49,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-09-07
elliottdaniel,2022-11-15 11:19:43,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-11-15
omann,2022-07-14 13:32:31,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country1,2022-07-14
michellemeyer,2022-06-28 03:16:04,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-06-28
roger46,2023-03-17 16:29:22,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2023-03-17
ppotts,2022-06-06 15:23:10,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-06-06
icochran,2022-10-05 13:01:25,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2022-10-05
timothy82,2022-08-28 18:15:22,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2022-08-28
adamslori,2022-11-03 20:44:24,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2022-11-03
brenda26,2022-08-10 11:14:09,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-08-10
bstuart,2022-04-15 17:10:04,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country3,2022-04-15
ortegaevelyn,2022-06-10 14:40:25,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-06-10
maria97,2022-07-23 15:06:45,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-07-23
myersmelinda,2022-12-10 08:26:04,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-12-10
jonesamanda,2022-09-23 15:54:02,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang2,country2,2022-09-23
stephanieortega,2022-06-07 14:10:24,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-06-07
nathan94,2023-05-19 11:05:55,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2023-05-19
dblair,2022-10-05 12:27:46,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-10-05
schmidttodd,2022-11-16 14:43:42,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2022-11-16
uowens,2023-01-19 09:05:00,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country1,2023-01-19
craigcain,2023-04-20 22:04:29,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2023-04-20
katrina06,2023-06-03 21:59:45,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-06-03
josephhall,2023-03-19 23:07:09,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country1,2023-03-19
christinabrown,2023-02-12 15:22:58,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country1,2023-02-12
john52,2022-12-13 13:43:29,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2022-12-13
kevin14,2022-07-29 01:19:58,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-07-29
cmunoz,2022-12-11 19:34:47,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-12-11
